gain	33	4	-86.34
gain	4	34	-89.82
gain	34	4	-83.20
gain	4	35	-92.77
gain	35	4	-85.01
gain	4	36	-89.95
gain	36	4	-87.23
gain	4	37	-92.84
gain	37	4	-81.84
gain	4	38	-94.37
gain	38	4	-89.86
gain	4	39	-95.88
gain	39	4	-91.13
gain	4	40	-95.95
gain	40	4	-91.94
gain	4	41	-88.23
gain	41	4	-94.49
gain	4	42	-96.03
gain	42	4	-84.20
gain	4	43	-91.96
gain	43	4	-90.01
gain	4	44	-89.14
gain	44	4	-92.06
gain	4	45	-89.45
gain	45	4	-89.37
gain	4	46	-94.58
gain	46	4	-85.79
gain	4	47	-92.89
gain	47	4	-88.86
gain	4	48	-93.16
gain	48	4	-91.09
gain	4	49	-96.80
gain	49	4	-93.58
gain	4	50	-100.28
gain	50	4	-92.67
gain	4	51	-99.62
gain	51	4	-88.72
gain	4	52	-93.93
gain	52	4	-91.49
gain	4	53	-92.21
gain	53	4	-89.23
gain	4	54	-90.97
gain	54	4	-88.55
gain	4	55	-97.83
gain	55	4	-90.04
gain	4	56	-96.70
gain	56	4	-89.82
gain	4	57	-95.49
gain	57	4	-100.58
gain	4	58	-97.55
gain	58	4	-92.07
gain	4	59	-99.33
gain	59	4	-93.85
gain	4	60	-98.13
gain	60	4	-96.41
gain	4	61	-103.02
gain	61	4	-94.91
gain	4	62	-90.69
gain	62	4	-95.54
gain	4	63	-93.26
gain	63	4	-95.85
gain	4	64	-98.79
gain	64	4	-97.52
gain	4	65	-105.42
gain	65	4	-93.64
gain	4	66	-90.34
gain	66	4	-91.98
gain	4	67	-94.70
gain	67	4	-92.68
gain	4	68	-99.41
gain	68	4	-88.91
gain	4	69	-89.73
gain	69	4	-101.40
gain	4	70	-100.96
gain	70	4	-98.08
gain	4	71	-94.56
gain	71	4	-93.53
gain	4	72	-103.50
gain	72	4	-96.39
gain	4	73	-95.83
gain	73	4	-100.20
gain	4	74	-95.98
gain	74	4	-93.98
gain	4	75	-97.24
gain	75	4	-95.22
gain	4	76	-101.58
gain	76	4	-96.63
gain	4	77	-97.22
gain	77	4	-93.65
gain	4	78	-105.26
gain	78	4	-97.28
gain	4	79	-105.30
gain	79	4	-97.14
gain	4	80	-101.66
gain	80	4	-102.29
gain	4	81	-94.68
gain	81	4	-94.23
gain	4	82	-89.80
gain	82	4	-93.14
gain	4	83	-94.39
gain	83	4	-91.50
gain	4	84	-99.62
gain	84	4	-105.93
gain	4	85	-102.28
gain	85	4	-102.77
gain	4	86	-99.99
gain	86	4	-97.06
gain	4	87	-97.95
gain	87	4	-97.69
gain	4	88	-97.97
gain	88	4	-99.22
gain	4	89	-101.02
gain	89	4	-98.16
gain	4	90	-97.67
gain	90	4	-97.94
gain	4	91	-96.43
gain	91	4	-100.85
gain	4	92	-94.67
gain	92	4	-104.53
gain	4	93	-106.63
gain	93	4	-96.44
gain	4	94	-101.15
gain	94	4	-98.26
gain	4	95	-100.77
gain	95	4	-93.15
gain	4	96	-100.05
gain	96	4	-94.29
gain	4	97	-99.51
gain	97	4	-103.25
gain	4	98	-110.06
gain	98	4	-104.16
gain	4	99	-101.74
gain	99	4	-101.88
gain	5	6	-77.42
gain	6	5	-72.38
gain	5	7	-88.72
gain	7	5	-72.41
gain	5	8	-80.69
gain	8	5	-89.41
gain	5	9	-96.70
gain	9	5	-91.32
gain	5	10	-90.57
gain	10	5	-88.84
gain	5	11	-86.59
gain	11	5	-89.17
gain	5	12	-89.73
gain	12	5	-86.95
gain	5	13	-85.05
gain	13	5	-86.12
gain	5	14	-83.28
gain	14	5	-79.07
gain	5	15	-71.96
gain	15	5	-68.72
gain	5	16	-76.09
gain	16	5	-72.13
gain	5	17	-82.48
gain	17	5	-85.84
gain	5	18	-89.64
gain	18	5	-84.56
gain	5	19	-92.09
gain	19	5	-90.24
gain	5	20	-100.23
gain	20	5	-95.45
gain	5	21	-89.89
gain	21	5	-84.34
gain	5	22	-88.41
gain	22	5	-91.32
gain	5	23	-77.59
gain	23	5	-81.98
gain	5	24	-86.36
gain	24	5	-87.97
gain	5	25	-85.38
gain	25	5	-88.39
gain	5	26	-92.83
gain	26	5	-82.22
gain	5	27	-87.84
gain	27	5	-86.07
gain	5	28	-86.24
gain	28	5	-84.50
gain	5	29	-91.90
gain	29	5	-94.25
gain	5	30	-94.18
gain	30	5	-91.55
gain	5	31	-97.27
gain	31	5	-94.03
gain	5	32	-92.10
gain	32	5	-89.03
gain	5	33	-84.87
gain	33	5	-82.80
gain	5	34	-81.67
gain	34	5	-88.88
gain	5	35	-90.57
gain	35	5	-86.36
gain	5	36	-85.42
gain	36	5	-88.35
gain	5	37	-98.34
gain	37	5	-93.62
gain	5	38	-102.36
gain	38	5	-92.20
gain	5	39	-92.08
gain	39	5	-91.52
gain	5	40	-92.93
gain	40	5	-89.79
gain	5	41	-102.92
gain	41	5	-93.93
gain	5	42	-94.54
